,0,1,2,3,4,5,6
0,0.038461538461538464,0.19230769230769232,0.17307692307692307,0.15384615384615385,0.15384615384615385,0.1346153846153846,0.15384615384615385
1,0.0425531914893617,0.19148936170212766,0.14893617021276595,0.14893617021276595,0.1702127659574468,0.14893617021276595,0.14893617021276595
2,0.029411764705882353,0.14705882352941177,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.14705882352941177,0.14705882352941177
3,0.0425531914893617,0.1702127659574468,0.14893617021276595,0.1702127659574468,0.1702127659574468,0.1276595744680851,0.1702127659574468
4,0.05,0.15,0.175,0.15,0.175,0.15,0.15
5,0.02,0.18,0.14,0.18,0.18,0.12,0.18
6,0.0392156862745098,0.13725490196078433,0.19607843137254902,0.17647058823529413,0.13725490196078433,0.13725490196078433,0.17647058823529413
7,0.024390243902439025,0.17073170731707318,0.17073170731707318,0.14634146341463414,0.17073170731707318,0.17073170731707318,0.14634146341463414
8,0.02564102564102564,0.20512820512820512,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1282051282051282,0.1794871794871795
9,0.025,0.15,0.175,0.15,0.175,0.175,0.15
10,0.03636363636363636,0.14545454545454545,0.18181818181818182,0.16363636363636364,0.16363636363636364,0.14545454545454545,0.16363636363636364
11,0.04838709677419355,0.16129032258064516,0.16129032258064516,0.1774193548387097,0.1774193548387097,0.12903225806451613,0.14516129032258066
12,0.02,0.16,0.16,0.16,0.18,0.16,0.16
13,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.1935483870967742,0.12903225806451613,0.16129032258064516,0.16129032258064516
14,0.09433962264150944,0.1509433962264151,0.16981132075471697,0.1509433962264151,0.16981132075471697,0.11320754716981132,0.1509433962264151
15,0.0392156862745098,0.1568627450980392,0.17647058823529413,0.1568627450980392,0.17647058823529413,0.13725490196078433,0.1568627450980392
16,0.045454545454545456,0.1590909090909091,0.1590909090909091,0.1590909090909091,0.1590909090909091,0.1590909090909091,0.1590909090909091
17,0.04,0.18,0.16,0.16,0.18,0.12,0.16
18,0.021739130434782608,0.15217391304347827,0.17391304347826086,0.15217391304347827,0.17391304347826086,0.17391304347826086,0.15217391304347827
19,0.017241379310344827,0.15517241379310345,0.1724137931034483,0.15517241379310345,0.1724137931034483,0.1724137931034483,0.15517241379310345
20,0.0975609756097561,0.14634146341463414,0.17073170731707318,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.14634146341463414
21,0.10526315789473684,0.18421052631578946,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.13157894736842105
22,0.01818181818181818,0.16363636363636364,0.16363636363636364,0.18181818181818182,0.16363636363636364,0.14545454545454545,0.16363636363636364
23,0.02702702702702703,0.16216216216216217,0.16216216216216217,0.1891891891891892,0.16216216216216217,0.13513513513513514,0.16216216216216217
24,0.08108108108108109,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.13513513513513514,0.13513513513513514
25,0.02040816326530612,0.1836734693877551,0.14285714285714285,0.16326530612244897,0.1836734693877551,0.14285714285714285,0.16326530612244897
