,0,1,2,3,4
0,0.1724137931034483,0.14655172413793102,0.1810344827586207,0.23275862068965517,0.2672413793103448
1,0.1595744680851064,0.1702127659574468,0.2553191489361702,0.1702127659574468,0.24468085106382978
2,0.3194444444444444,0.18055555555555555,0.18055555555555555,0.1388888888888889,0.18055555555555555
3,0.17073170731707318,0.17073170731707318,0.2926829268292683,0.14634146341463414,0.21951219512195122
4,0.1836734693877551,0.16326530612244897,0.24489795918367346,0.22448979591836735,0.1836734693877551
5,0.2,0.06666666666666667,0.26666666666666666,0.2,0.26666666666666666
6,0.15789473684210525,0.34210526315789475,0.15789473684210525,0.13157894736842105,0.21052631578947367
7,0.2564102564102564,0.10256410256410256,0.1794871794871795,0.28205128205128205,0.1794871794871795
8,0.3220338983050847,0.13559322033898305,0.13559322033898305,0.23728813559322035,0.1694915254237288
9,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.16666666666666666
10,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666
11,0.16666666666666666,0.1111111111111111,0.2777777777777778,0.2777777777777778,0.16666666666666666
12,0.25,0.08333333333333333,0.19444444444444445,0.2777777777777778,0.19444444444444445
13,0.20930232558139536,0.20930232558139536,0.23255813953488372,0.13953488372093023,0.20930232558139536
14,0.3333333333333333,0.0,0.1111111111111111,0.37037037037037035,0.18518518518518517
15,0.3055555555555556,0.08333333333333333,0.1388888888888889,0.3055555555555556,0.16666666666666666
16,0.3870967741935484,0.03225806451612903,0.0967741935483871,0.3870967741935484,0.0967741935483871
17,0.5,0.0,0.0,0.5,0.0
18,0.23529411764705882,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.23529411764705882
19,0.2,0.2,0.2,0.2,0.2
20,0.3333333333333333,0.0,0.14285714285714285,0.38095238095238093,0.14285714285714285
21,0.21505376344086022,0.17204301075268819,0.1827956989247312,0.21505376344086022,0.21505376344086022
22,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285
23,0.16,0.36,0.16,0.16,0.16
24,0.3148148148148148,0.05555555555555555,0.14814814814814814,0.3333333333333333,0.14814814814814814
25,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.14285714285714285
26,0.19607843137254902,0.21568627450980393,0.21568627450980393,0.16666666666666666,0.20588235294117646
27,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
28,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.21428571428571427
29,0.35,0.05,0.1,0.4,0.1
30,0.109375,0.171875,0.28125,0.15625,0.28125
31,0.14634146341463414,0.0975609756097561,0.2926829268292683,0.17073170731707318,0.2926829268292683
32,0.2,0.2,0.2,0.2,0.2
33,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333
34,0.2,0.2,0.2,0.2,0.2
35,0.0,0.0,0.5,0.0,0.5
36,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666
37,0.18518518518518517,0.18518518518518517,0.2222222222222222,0.18518518518518517,0.2222222222222222
38,0.25,0.125,0.2,0.25,0.175
39,0.058823529411764705,0.17647058823529413,0.3235294117647059,0.11764705882352941,0.3235294117647059
40,0.3,0.05,0.15,0.35,0.15
41,0.17142857142857143,0.11428571428571428,0.2571428571428571,0.2571428571428571,0.2
42,0.15517241379310345,0.1896551724137931,0.22413793103448276,0.2413793103448276,0.1896551724137931
43,0.0,0.0,0.5,0.0,0.5
44,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
45,0.0,0.0,0.5,0.0,0.5
46,0.21637426900584794,0.1695906432748538,0.22807017543859648,0.21052631578947367,0.17543859649122806
47,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222
48,0.3103448275862069,0.2413793103448276,0.1724137931034483,0.034482758620689655,0.2413793103448276
49,0.23735408560311283,0.17509727626459143,0.1828793774319066,0.2178988326848249,0.1867704280155642
50,0.1951219512195122,0.36585365853658536,0.14634146341463414,0.14634146341463414,0.14634146341463414
51,0.3137254901960784,0.0784313725490196,0.13725490196078433,0.3333333333333333,0.13725490196078433
52,0.15384615384615385,0.11538461538461539,0.3076923076923077,0.15384615384615385,0.2692307692307692
53,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222
54,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.2222222222222222
55,0.2682926829268293,0.0975609756097561,0.17073170731707318,0.2926829268292683,0.17073170731707318
56,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222
57,0.1875,0.1875,0.25,0.1875,0.1875
